Sub_Number,StartTime,EndTime,Duration,StartX,StartY,EndX,EndY,Distance,PeakVelocity
85,13287207.0,13287215.0,9.0,929.6,518.0,958.4,519.5,0.53,64.0
85,13287967.0,13287981.0,15.0,949.8,531.3,927.9,532.8,0.4,61.0
85,13288168.0,13288256.0,89.0,935.6,549.0,949.4,510.3,0.99,1136.0
85,13288839.0,13288848.0,10.0,923.6,543.1,922.0,536.9,0.16,70.0
85,13289082.0,13289094.0,13.0,930.1,535.8,966.0,540.2,0.67,70.0
85,13290114.0,13290256.0,143.0,965.5,539.5,940.6,484.5,1.44,1095.0
85,13290953.0,13290968.0,16.0,953.3,525.5,968.9,531.7,0.32,52.0
85,13292032.0,13292050.0,19.0,961.0,532.2,930.7,516.5,0.68,77.0
85,13292436.0,13292446.0,11.0,942.4,521.5,973.7,529.8,0.61,66.0
85,13292896.0,13292911.0,16.0,963.5,540.0,945.1,533.0,0.38,54.0
85,13294052.0,13294057.0,6.0,958.9,530.5,974.0,526.6,0.29,48.0
85,13294736.0,13294751.0,16.0,964.8,535.7,949.8,540.0,0.29,58.0
85,13295305.0,13295444.0,140.0,953.1,564.7,944.0,519.1,1.14,999.0
85,13295963.0,13295980.0,18.0,962.3,550.6,934.1,539.8,0.58,70.0
85,13296460.0,13296467.0,8.0,949.2,535.0,972.1,538.3,0.43,54.0
85,13296893.0,13296900.0,8.0,969.3,534.5,949.8,538.3,0.37,48.0
85,13297131.0,13297215.0,85.0,940.7,549.6,935.6,518.4,0.78,1102.0
85,13301074.0,13301083.0,10.0,956.7,534.9,923.5,537.4,0.61,68.0
85,13301451.0,13301464.0,14.0,929.3,535.4,971.0,531.1,0.77,81.0
85,13301852.0,13301863.0,12.0,960.2,537.2,925.9,537.1,0.63,69.0
85,13302043.0,13302050.0,8.0,943.8,536.3,963.3,535.7,0.36,46.0
85,13304571.0,13304704.0,134.0,969.3,555.0,914.6,498.8,1.72,1046.0
85,13305135.0,13305143.0,9.0,926.9,538.3,956.9,532.4,0.57,71.0
85,13307613.0,13307618.0,6.0,967.7,529.4,954.9,534.4,0.27,42.0
85,13308183.0,13308327.0,145.0,964.3,555.2,945.5,530.4,0.7,1169.0
85,13308759.0,13308775.0,17.0,957.6,556.8,946.9,535.1,0.57,46.0
85,13309234.0,13309245.0,12.0,955.3,539.5,958.5,566.2,0.66,66.0
85,13309416.0,13309425.0,10.0,954.8,563.1,954.1,544.1,0.47,55.0
85,13311051.0,13311057.0,7.0,964.2,539.1,946.6,535.7,0.33,45.0
85,13311981.0,13312094.0,114.0,962.6,556.4,946.6,514.2,1.08,835.0
85,13313794.0,13313997.0,204.0,938.8,545.4,909.6,520.3,0.82,1028.0
85,13314305.0,13314320.0,16.0,940.9,563.3,980.3,556.3,0.74,80.0
85,13314741.0,13314755.0,15.0,973.9,552.4,931.5,554.4,0.78,80.0
85,13316018.0,13316027.0,10.0,972.5,534.2,939.6,532.5,0.6,66.0
85,13316423.0,13316438.0,16.0,947.3,535.4,952.0,538.6,0.12,46.0
85,13316652.0,13316785.0,134.0,953.0,552.8,937.7,512.9,1.03,892.0
85,13321083.0,13321202.0,120.0,965.2,561.9,936.3,523.8,1.08,976.0
85,13322326.0,13322341.0,16.0,964.1,548.7,941.1,548.1,0.42,61.0
85,13324409.0,13324424.0,16.0,965.7,538.1,936.4,529.8,0.57,69.0
85,13324863.0,13325074.0,212.0,951.6,570.1,938.2,512.9,1.44,911.0
85,13325986.0,13325997.0,12.0,970.3,546.8,935.1,551.4,0.65,70.0
85,13327744.0,13327760.0,17.0,965.4,549.7,937.2,541.5,0.55,75.0
85,13327937.0,13327944.0,8.0,946.3,540.9,971.7,543.5,0.47,59.0
85,13329756.0,13329763.0,8.0,940.0,539.1,964.1,536.7,0.45,56.0
85,13331006.0,13331014.0,9.0,957.2,549.9,931.6,546.6,0.48,59.0
85,13331378.0,13331397.0,20.0,964.5,536.7,889.9,551.0,1.41,132.0
85,13331566.0,13331581.0,16.0,905.5,547.8,956.5,540.9,0.95,91.0
85,13332918.0,13332999.0,82.0,952.9,573.9,941.0,515.2,1.47,1117.0
85,13333407.0,13333413.0,7.0,948.8,541.8,969.0,542.6,0.37,51.0
85,13336229.0,13336246.0,18.0,956.8,544.6,943.5,538.9,0.28,55.0
85,13336646.0,13336740.0,95.0,953.5,575.0,949.9,529.6,1.12,1187.0
85,13337515.0,13337522.0,8.0,952.0,555.7,930.5,554.4,0.39,51.0
85,13340923.0,13340938.0,16.0,955.6,534.3,937.4,539.6,0.36,56.0
85,13342653.0,13342658.0,6.0,942.5,547.6,957.9,543.8,0.3,48.0
85,13345159.0,13345295.0,137.0,963.8,565.9,950.3,530.5,0.91,1198.0
85,13345824.0,13345831.0,8.0,957.4,571.6,961.3,558.6,0.33,46.0
85,13346390.0,13346396.0,7.0,971.7,549.6,955.5,544.1,0.33,44.0
85,13347259.0,13347269.0,11.0,967.4,544.6,934.4,549.0,0.61,64.0
85,13347705.0,13347716.0,12.0,936.9,548.5,972.8,547.8,0.66,70.0
85,13348322.0,13348327.0,6.0,962.7,545.4,950.0,542.9,0.24,40.0
85,13349275.0,13349285.0,11.0,953.8,543.8,986.9,545.2,0.61,66.0
85,13349604.0,13349704.0,101.0,979.6,565.1,927.1,509.7,1.67,1294.0
85,13351574.0,13351587.0,14.0,952.9,541.6,997.1,536.8,0.82,78.0
85,13351907.0,13351914.0,8.0,981.7,535.6,957.4,536.8,0.45,59.0
85,13352106.0,13352121.0,16.0,963.1,540.6,944.2,542.4,0.35,59.0
85,13352650.0,13352734.0,85.0,935.5,558.0,950.1,545.9,0.4,472.0
85,13353693.0,13353698.0,6.0,966.2,550.8,966.4,541.4,0.23,40.0
85,13353915.0,13353921.0,7.0,968.6,534.1,949.1,533.1,0.36,52.0
85,13355273.0,13355281.0,9.0,953.7,546.1,928.0,546.9,0.47,57.0
85,13355619.0,13355624.0,6.0,939.4,547.3,952.6,547.2,0.24,42.0
85,13356750.0,13356831.0,82.0,966.5,570.5,958.6,527.3,1.08,701.0
85,13357144.0,13357158.0,15.0,963.1,546.3,914.4,547.9,0.89,87.0
85,13357459.0,13357466.0,8.0,928.5,544.6,951.4,544.8,0.42,54.0
85,13359890.0,13360053.0,164.0,944.1,567.3,959.3,530.4,0.95,1156.0
85,13360427.0,13360444.0,18.0,978.8,565.0,927.4,559.1,0.95,97.0
85,13360786.0,13360800.0,15.0,942.2,560.4,985.1,563.8,0.79,83.0
85,13361054.0,13361072.0,19.0,977.9,565.9,946.9,549.5,0.7,78.0
85,13361814.0,13362036.0,223.0,950.2,571.6,937.4,521.9,1.25,1045.0
85,13363029.0,13363033.0,5.0,975.3,555.4,963.1,552.5,0.23,42.0
85,13363864.0,13363879.0,16.0,963.4,545.0,926.7,540.8,0.68,73.0
85,13364407.0,13364418.0,12.0,945.4,541.9,979.5,545.9,0.63,68.0
85,13364779.0,13364798.0,20.0,967.9,539.5,931.9,535.6,0.67,90.0
85,13365630.0,13365742.0,113.0,953.8,569.4,945.5,523.1,1.15,1091.0
85,13366164.0,13366180.0,17.0,957.3,566.1,936.3,557.6,0.44,54.0
85,13366705.0,13366710.0,6.0,953.5,556.4,969.5,553.9,0.3,48.0
85,13367818.0,13367831.0,14.0,969.6,551.1,922.8,551.4,0.86,84.0
85,13368138.0,13368147.0,10.0,940.2,552.7,968.2,549.6,0.52,60.0
85,13370475.0,13370489.0,15.0,958.5,546.0,953.1,542.3,0.13,39.0
85,13371068.0,13371205.0,138.0,943.0,568.4,913.7,502.2,1.72,1118.0
85,13371521.0,13371537.0,17.0,930.3,544.2,981.3,545.7,0.93,94.0
85,13371776.0,13371792.0,17.0,978.9,549.3,916.4,550.8,1.14,112.0
85,13372002.0,13372017.0,16.0,928.4,551.5,976.9,545.6,0.9,93.0
85,13373052.0,13373101.0,50.0,950.4,548.1,932.9,532.9,0.49,231.0
85,13374016.0,13374033.0,18.0,963.7,540.2,943.0,532.8,0.42,63.0
85,13376051.0,13376066.0,16.0,966.0,546.2,959.8,546.9,0.11,43.0
85,13377184.0,13377196.0,13.0,964.6,551.0,925.6,555.8,0.72,78.0
85,13377616.0,13377627.0,12.0,940.2,554.2,972.6,550.5,0.6,65.0
85,13377894.0,13377910.0,17.0,959.8,552.1,947.9,552.2,0.22,55.0
85,13378554.0,13378710.0,157.0,940.9,563.2,949.2,532.0,0.79,1046.0
85,13380499.0,13380515.0,17.0,967.7,543.0,913.8,543.4,0.99,93.0
85,13380893.0,13380907.0,15.0,925.0,546.5,973.5,546.0,0.89,88.0
85,13382419.0,13382435.0,17.0,963.8,542.7,911.5,542.5,0.96,96.0
85,13382804.0,13382815.0,12.0,930.7,540.6,965.3,541.5,0.63,67.0
85,13383154.0,13383168.0,15.0,953.3,544.6,939.7,540.6,0.27,46.0
85,13383978.0,13384043.0,66.0,969.1,565.5,917.8,563.1,0.94,136.0
85,13384857.0,13384862.0,6.0,947.8,563.5,960.4,555.5,0.3,46.0
85,13385296.0,13385310.0,15.0,966.5,547.3,949.3,551.9,0.33,57.0
85,13385870.0,13385997.0,128.0,948.1,572.9,913.8,531.3,1.2,1123.0
85,13386577.0,13386583.0,7.0,946.6,573.8,968.5,569.2,0.42,58.0
85,13386984.0,13387000.0,17.0,974.9,563.5,952.4,558.5,0.43,74.0
85,13387665.0,13387768.0,104.0,985.7,554.2,938.7,530.9,1.03,848.0
85,13388091.0,13388104.0,14.0,955.4,546.5,996.1,541.5,0.76,81.0
85,13388500.0,13388521.0,22.0,999.6,539.4,955.3,530.5,0.84,106.0
85,13389757.0,13389773.0,17.0,989.1,536.1,936.0,538.5,0.97,90.0
85,13391160.0,13391232.0,73.0,968.2,571.5,962.6,535.6,0.89,502.0
85,13391622.0,13391634.0,13.0,970.7,540.0,1014.0,538.7,0.79,76.0
85,13391843.0,13391864.0,22.0,1005.4,537.0,930.5,532.1,1.38,141.0
85,13392752.0,13392757.0,6.0,972.6,527.7,960.2,527.9,0.23,39.0
85,13393856.0,13393869.0,14.0,971.2,533.5,927.9,533.8,0.79,80.0
85,13394419.0,13394425.0,7.0,950.8,525.6,969.4,527.1,0.34,50.0
85,13395045.0,13395199.0,155.0,963.6,570.7,942.2,524.2,1.21,1119.0
85,13395531.0,13395536.0,6.0,944.6,554.5,950.7,543.3,0.3,46.0
85,13396892.0,13397027.0,136.0,952.1,560.9,934.8,513.2,1.22,1043.0
85,13397915.0,13397931.0,17.0,956.4,545.0,937.5,541.6,0.36,54.0
85,13398108.0,13398115.0,8.0,946.4,538.7,969.1,540.2,0.42,54.0
85,13398473.0,13398488.0,16.0,966.2,539.1,958.7,541.2,0.15,45.0
85,13398738.0,13398827.0,90.0,959.2,563.5,930.1,529.8,0.99,588.0
85,13399300.0,13399309.0,10.0,943.4,541.7,973.7,540.0,0.56,64.0
85,13399734.0,13399749.0,16.0,976.6,535.7,961.9,533.2,0.28,52.0
85,13400535.0,13400677.0,143.0,968.2,544.9,932.5,522.4,0.86,1139.0
85,13404384.0,13404562.0,179.0,960.0,573.6,957.6,503.7,1.73,1134.0
85,13405508.0,13405514.0,7.0,984.6,541.2,964.8,541.6,0.36,51.0
85,13406236.0,13406286.0,51.0,947.0,567.6,946.0,540.5,0.67,216.0
85,13406856.0,13406869.0,14.0,962.6,543.1,921.2,539.4,0.76,80.0
85,13407114.0,13407131.0,18.0,931.9,531.5,990.8,545.0,1.13,109.0
85,13407372.0,13407379.0,8.0,982.1,550.2,963.8,546.2,0.35,46.0
85,13407783.0,13407789.0,7.0,969.1,550.9,949.9,551.7,0.35,50.0
85,13408060.0,13408186.0,127.0,964.3,573.9,953.2,508.5,1.63,1013.0
85,13408773.0,13408779.0,7.0,964.1,547.6,943.5,547.2,0.38,54.0
85,13409232.0,13409247.0,16.0,960.0,530.2,972.4,539.7,0.33,53.0
85,13411075.0,13411079.0,5.0,963.9,555.4,951.9,559.2,0.24,42.0
85,13411754.0,13411880.0,127.0,953.7,575.0,949.1,524.4,1.25,1176.0
85,13412188.0,13412204.0,17.0,965.2,563.4,975.1,552.1,0.33,52.0
85,13412505.0,13412522.0,18.0,966.1,556.9,944.3,558.9,0.4,72.0
85,13413865.0,13413871.0,7.0,954.7,556.4,965.5,545.1,0.34,46.0
85,13414890.0,13414907.0,18.0,958.5,550.0,942.6,551.4,0.29,56.0
85,13415521.0,13415716.0,196.0,954.3,566.3,951.0,516.4,1.24,762.0
85,13416018.0,13416033.0,16.0,968.6,544.8,933.4,541.0,0.65,75.0
85,13417603.0,13417612.0,10.0,958.6,529.1,925.0,537.0,0.65,72.0
85,13417890.0,13417902.0,13.0,925.8,528.1,964.9,532.8,0.73,74.0
85,13418466.0,13418471.0,6.0,942.4,528.1,957.4,533.4,0.3,44.0
85,13419117.0,13419306.0,190.0,950.8,557.1,966.6,509.2,1.22,1158.0
85,13419553.0,13419574.0,22.0,989.4,562.5,919.1,541.8,1.38,114.0
85,13419792.0,13419810.0,19.0,919.6,542.5,989.4,545.7,1.28,124.0
85,13420266.0,13420277.0,12.0,927.8,545.9,965.1,546.9,0.68,77.0
85,13421975.0,13421990.0,16.0,958.0,550.7,907.1,562.3,0.97,93.0
85,13422144.0,13422156.0,13.0,923.3,558.8,964.5,554.8,0.76,71.0
85,13422998.0,13423098.0,101.0,952.2,570.5,956.9,510.5,1.49,747.0
85,13424810.0,13424909.0,100.0,954.1,557.5,934.8,511.2,1.2,855.0
85,13426486.0,13426671.0,186.0,955.8,570.5,961.6,517.7,1.31,1046.0
85,13427564.0,13427581.0,18.0,970.7,565.6,942.2,562.5,0.53,76.0
85,13428275.0,13428529.0,255.0,960.0,559.5,962.7,522.8,0.91,699.0
85,13428687.0,13428698.0,12.0,967.9,525.8,927.1,529.8,0.75,77.0
85,13429092.0,13429104.0,13.0,937.0,559.5,977.8,557.8,0.75,78.0
85,13429468.0,13429473.0,6.0,966.3,559.2,952.3,562.8,0.27,44.0
85,13430146.0,13430308.0,163.0,945.3,570.3,950.8,495.6,1.85,1162.0
85,13430977.0,13430986.0,10.0,968.6,549.2,946.7,561.3,0.5,56.0
85,13431984.0,13432179.0,196.0,971.3,564.7,969.2,475.6,2.21,1068.0
85,13432616.0,13432630.0,15.0,984.6,532.6,939.9,548.2,0.9,91.0
85,13433131.0,13433151.0,21.0,947.9,549.7,1002.3,544.1,1.0,112.0
85,13433238.0,13433260.0,23.0,996.3,546.1,925.5,540.7,1.3,130.0
85,13433621.0,13433628.0,8.0,943.4,540.0,965.2,543.6,0.41,54.0
85,13433960.0,13434102.0,143.0,955.0,562.5,922.5,498.4,1.7,1131.0
85,13434615.0,13434623.0,9.0,944.3,561.1,966.7,555.9,0.43,52.0
85,13434963.0,13434981.0,19.0,982.2,553.6,935.9,562.0,0.87,87.0
85,13435638.0,13435833.0,196.0,968.3,566.0,973.9,503.1,1.56,1049.0
85,13436371.0,13436388.0,18.0,989.2,558.9,916.5,560.3,1.33,123.0
85,13436877.0,13436887.0,11.0,921.7,553.2,955.0,555.5,0.61,68.0
85,13437612.0,13437812.0,201.0,963.0,564.2,946.3,476.2,2.21,1106.0
85,13438193.0,13438199.0,7.0,962.2,556.6,963.9,569.5,0.32,49.0
85,13438630.0,13438636.0,7.0,963.3,565.7,964.0,550.8,0.37,49.0
85,13438838.0,13438844.0,7.0,968.1,557.8,951.5,561.0,0.31,45.0
85,13439442.0,13439659.0,218.0,960.7,571.2,958.6,489.8,2.02,1115.0
85,13440063.0,13440080.0,18.0,983.8,555.2,927.9,562.8,1.04,100.0
85,13440441.0,13440447.0,7.0,950.3,562.6,969.1,562.6,0.34,51.0
85,13440771.0,13440777.0,7.0,971.4,563.7,952.0,565.5,0.36,52.0
85,13441400.0,13441556.0,157.0,962.5,562.8,937.8,511.3,1.35,1210.0
85,13443755.0,13443762.0,8.0,957.4,558.3,975.6,555.6,0.34,46.0
85,13444041.0,13444065.0,25.0,981.1,550.8,940.1,550.4,0.75,90.0
85,13444357.0,13444362.0,6.0,948.3,558.3,961.4,557.6,0.24,40.0
85,13445058.0,13445278.0,221.0,973.0,578.6,938.5,490.8,2.26,725.0
85,13447024.0,13447031.0,8.0,952.9,550.0,931.1,553.7,0.41,54.0
85,13448791.0,13449012.0,222.0,954.8,568.4,930.4,503.5,1.67,847.0
85,13449431.0,13449446.0,16.0,953.4,569.0,898.9,561.3,1.01,97.0
85,13449846.0,13449862.0,17.0,918.4,541.8,974.5,545.2,1.03,101.0
85,13450957.0,13451121.0,165.0,980.3,567.7,950.0,492.1,1.95,927.0
85,13451651.0,13451668.0,18.0,964.7,547.8,922.4,547.9,0.77,86.0
85,13451802.0,13451814.0,13.0,930.5,550.9,973.8,547.5,0.8,78.0
85,13452132.0,13452137.0,6.0,963.8,550.8,949.5,554.0,0.27,48.0
85,13452837.0,13452845.0,9.0,964.0,550.1,935.8,553.7,0.52,63.0
85,13453610.0,13453617.0,8.0,955.2,541.9,976.6,534.8,0.43,55.0
85,13454467.0,13454484.0,18.0,975.8,536.0,942.2,531.8,0.62,76.0
85,13454679.0,13454741.0,63.0,951.3,536.7,956.6,509.6,0.68,344.0
85,13456368.0,13456450.0,83.0,963.8,550.6,958.2,512.2,0.96,940.0
85,13457264.0,13457274.0,11.0,934.8,538.0,969.2,538.5,0.63,69.0
85,13459765.0,13459936.0,172.0,940.4,562.5,956.9,484.9,1.95,1065.0
85,13460401.0,13460410.0,10.0,975.6,532.3,972.8,550.1,0.44,50.0
85,13461682.0,13461783.0,102.0,952.1,572.2,939.4,519.0,1.33,956.0
85,13462290.0,13462303.0,14.0,948.4,549.3,991.5,552.4,0.79,80.0
85,13462643.0,13462660.0,18.0,984.2,551.9,933.8,548.6,0.92,93.0
85,13464116.0,13464126.0,11.0,953.1,545.5,916.7,548.3,0.67,72.0
85,13464444.0,13464451.0,8.0,924.2,553.6,947.0,554.1,0.42,55.0
85,13465678.0,13465757.0,80.0,960.9,556.1,926.2,538.9,0.76,221.0
85,13466189.0,13466214.0,26.0,942.0,557.3,949.7,557.3,0.14,48.0
85,13467257.0,13467383.0,127.0,956.2,575.7,943.5,518.9,1.42,1026.0
85,13469126.0,13469239.0,114.0,935.2,546.4,945.4,499.3,1.18,913.0
85,13469549.0,13469559.0,11.0,959.3,535.8,963.4,560.4,0.61,64.0
85,13470342.0,13470351.0,10.0,965.7,544.4,938.8,546.2,0.49,55.0
85,13470986.0,13471156.0,171.0,970.8,565.0,954.8,510.2,1.39,1078.0
85,13472199.0,13472217.0,19.0,961.5,551.1,944.3,546.5,0.33,72.0
85,13473340.0,13473464.0,125.0,970.1,564.2,940.6,516.1,1.31,1153.0
85,13474771.0,13474778.0,8.0,945.5,558.4,921.9,557.8,0.43,55.0
85,13493726.0,13493754.0,29.0,892.4,629.0,1047.5,607.2,2.87,166.0
85,13493937.0,13493975.0,39.0,1070.0,578.7,719.5,540.9,6.45,297.0
85,13494184.0,13494210.0,27.0,744.0,540.5,917.3,523.1,3.2,243.0
85,13495754.0,13495768.0,15.0,912.4,484.9,936.7,514.7,0.87,74.0
85,13496317.0,13496410.0,94.0,939.8,535.4,933.8,420.8,2.86,1057.0
85,13496861.0,13496874.0,14.0,951.9,474.0,950.2,511.6,0.94,87.0
85,13498559.0,13498734.0,176.0,963.8,549.1,964.0,451.2,2.44,905.0
85,13499030.0,13499052.0,23.0,976.2,515.5,917.8,533.2,1.16,134.0
85,13499437.0,13499447.0,11.0,924.8,538.8,957.5,534.0,0.61,66.0
85,13500581.0,13500694.0,114.0,948.4,557.0,923.7,481.0,1.94,1159.0
85,13502486.0,13502492.0,7.0,944.9,532.4,963.3,531.6,0.34,45.0
85,13502816.0,13502852.0,37.0,950.3,535.6,908.3,530.1,0.78,111.0
85,13503119.0,13503128.0,10.0,909.7,533.9,941.5,532.3,0.58,66.0
85,13503820.0,13504002.0,183.0,941.5,548.8,939.9,480.8,1.69,918.0
85,13504372.0,13504393.0,22.0,968.2,544.0,923.5,538.8,0.83,103.0
85,13504826.0,13504843.0,18.0,938.9,550.5,976.5,553.3,0.69,84.0
85,13505025.0,13505039.0,15.0,964.6,550.7,946.7,549.2,0.33,56.0
85,13507482.0,13507619.0,138.0,950.6,559.9,925.8,497.5,1.61,1042.0
85,13508120.0,13508138.0,19.0,949.5,551.7,915.0,541.0,0.68,72.0
85,13508725.0,13508729.0,5.0,953.3,550.1,944.3,549.0,0.17,37.0
85,13509432.0,13509587.0,156.0,961.9,569.0,929.6,487.0,2.11,1025.0
85,13512471.0,13512488.0,18.0,961.3,537.9,959.4,538.3,0.04,54.0
85,13513057.0,13513072.0,16.0,963.1,540.6,926.4,534.0,0.69,60.0
85,13513121.0,13513194.0,74.0,937.9,549.7,947.8,518.3,0.8,309.0
85,13514178.0,13514195.0,18.0,968.9,537.9,939.5,542.3,0.55,80.0
85,13515117.0,13515208.0,92.0,956.5,557.0,931.3,509.0,1.27,304.0
85,13516241.0,13516256.0,16.0,961.2,538.2,942.7,536.2,0.34,64.0
85,13517018.0,13517200.0,183.0,954.4,560.2,921.0,509.9,1.39,841.0
85,13517909.0,13517914.0,6.0,937.1,544.4,953.0,544.3,0.29,46.0
85,13518578.0,13518718.0,141.0,934.8,541.4,943.1,500.1,1.03,1264.0
85,13519717.0,13519725.0,9.0,927.2,541.2,956.2,539.9,0.53,64.0
85,13520359.0,13520535.0,177.0,953.1,555.9,935.5,492.0,1.62,892.0
85,13521265.0,13521300.0,36.0,958.6,551.3,925.4,524.1,0.91,87.0
85,13521575.0,13521583.0,9.0,934.5,527.1,961.0,531.0,0.5,59.0
85,13522183.0,13522339.0,157.0,959.5,559.1,929.2,496.2,1.65,839.0
85,13522926.0,13522934.0,9.0,944.6,547.2,966.9,544.4,0.41,49.0
85,13523321.0,13523337.0,17.0,967.8,535.7,937.6,542.8,0.58,75.0
85,13524168.0,13524382.0,215.0,951.5,564.8,956.2,472.3,2.3,1039.0
85,13524566.0,13524586.0,21.0,972.1,517.8,907.5,554.6,1.49,132.0
85,13524777.0,13524808.0,32.0,919.5,570.3,984.4,523.2,1.66,128.0
85,13525269.0,13525283.0,15.0,919.0,533.3,962.9,539.9,0.82,83.0
85,13526117.0,13526224.0,108.0,950.6,555.1,935.0,496.2,1.49,1150.0
85,13527128.0,13527140.0,13.0,923.8,541.6,960.6,534.8,0.69,74.0
85,13527820.0,13527969.0,150.0,944.4,557.5,950.7,493.0,1.6,1244.0
85,13528382.0,13528399.0,18.0,964.9,540.5,908.0,549.1,1.06,102.0
85,13529695.0,13529822.0,128.0,957.8,554.2,927.0,514.8,1.13,1275.0
85,13530241.0,13530249.0,9.0,926.5,551.4,937.3,542.1,0.3,40.0
85,13531476.0,13531707.0,232.0,953.8,554.6,947.6,497.3,1.42,1101.0
85,13532085.0,13532099.0,15.0,966.8,550.7,918.9,538.1,0.93,91.0
85,13532466.0,13532476.0,11.0,950.4,536.3,981.5,542.7,0.59,95.0
85,13532709.0,13532718.0,10.0,973.9,543.7,947.1,552.5,0.54,62.0
85,13533349.0,13533535.0,187.0,966.3,563.0,953.7,485.7,1.93,988.0
85,13535390.0,13535405.0,16.0,958.1,542.3,928.7,540.2,0.54,68.0
85,13535991.0,13536007.0,17.0,939.0,534.8,968.6,538.8,0.55,70.0
85,13536988.0,13537183.0,196.0,963.3,563.6,924.4,500.9,1.71,1043.0
85,13538262.0,13538268.0,7.0,966.4,549.4,950.5,547.0,0.3,43.0
85,13540004.0,13540105.0,102.0,965.9,552.3,924.6,502.9,1.44,1378.0
85,13540858.0,13541088.0,231.0,949.7,555.9,935.5,477.5,1.96,1080.0
85,13541549.0,13541568.0,20.0,966.2,539.1,892.0,541.7,1.36,127.0
85,13541898.0,13541913.0,16.0,903.7,534.8,952.1,540.3,0.9,89.0
85,13542743.0,13542981.0,239.0,965.0,566.6,948.0,486.5,2.01,1127.0
85,13543344.0,13543364.0,21.0,979.8,549.3,928.9,555.7,0.94,112.0
85,13545005.0,13545022.0,18.0,968.4,533.7,945.7,535.5,0.42,70.0
85,13546347.0,13546524.0,178.0,964.1,563.6,948.5,489.5,1.86,838.0
85,13546887.0,13546907.0,21.0,967.0,544.1,920.8,538.3,0.86,100.0
85,13547479.0,13547495.0,17.0,979.5,542.4,955.5,542.1,0.44,68.0
85,13548086.0,13548282.0,197.0,963.4,568.9,917.4,460.0,2.83,760.0
85,13548597.0,13548618.0,22.0,941.1,516.7,994.8,545.6,1.22,116.0
85,13549133.0,13549153.0,21.0,991.4,549.1,954.1,541.5,0.71,92.0
85,13549983.0,13550151.0,169.0,953.8,559.3,926.1,487.1,1.86,914.0
85,13550719.0,13550726.0,8.0,952.2,557.5,973.0,555.3,0.38,50.0
85,13551038.0,13551057.0,20.0,969.2,553.2,938.1,548.0,0.58,89.0
85,13552151.0,13552156.0,6.0,952.4,547.0,938.6,546.9,0.25,39.0
85,13553601.0,13553817.0,217.0,966.2,559.3,945.4,467.8,2.31,933.0
85,13554497.0,13554517.0,21.0,972.2,536.0,912.4,545.3,1.12,121.0
85,13554813.0,13554827.0,15.0,928.8,552.6,976.1,543.9,0.89,88.0
85,13556367.0,13556387.0,21.0,980.5,543.5,932.0,540.5,0.89,108.0
85,13556707.0,13556712.0,6.0,947.7,543.7,963.4,543.0,0.29,50.0
85,13557515.0,13557644.0,130.0,965.5,555.9,976.4,498.1,1.45,1088.0
85,13558102.0,13558122.0,21.0,987.0,531.4,931.2,538.4,1.04,107.0
85,13558499.0,13558511.0,13.0,947.9,533.8,988.0,528.2,0.75,77.0
85,13558719.0,13558734.0,16.0,982.8,520.2,949.9,527.6,0.63,76.0
85,13559626.0,13559782.0,157.0,959.7,559.1,942.5,498.3,1.54,986.0
85,13561794.0,13561814.0,21.0,968.8,540.0,913.6,547.2,1.03,109.0
85,13562195.0,13562207.0,13.0,923.4,541.0,963.0,533.5,0.75,80.0
85,13563098.0,13563236.0,139.0,947.1,562.8,907.3,494.6,1.84,1020.0
85,13563695.0,13563714.0,20.0,927.7,538.4,977.2,536.8,0.91,102.0
85,13563947.0,13563968.0,22.0,969.6,538.7,931.6,542.2,0.7,98.0
85,13564160.0,13564176.0,17.0,941.3,545.4,964.5,546.3,0.43,62.0
85,13565651.0,13565665.0,15.0,958.5,542.6,916.1,546.0,0.78,78.0
85,13566007.0,13566014.0,8.0,941.4,537.2,963.6,544.5,0.44,56.0
85,13566703.0,13566825.0,123.0,953.2,567.5,944.2,545.8,0.56,922.0
85,13567903.0,13567908.0,6.0,956.0,551.9,942.8,552.9,0.24,40.0
85,13568660.0,13568801.0,142.0,971.8,539.5,872.1,521.2,1.88,975.0
85,13568915.0,13568936.0,22.0,900.9,567.3,991.8,560.6,1.67,159.0
85,13569180.0,13569198.0,19.0,973.2,560.0,933.3,550.4,0.77,90.0
85,13570761.0,13570840.0,80.0,946.7,559.6,927.6,529.2,0.83,534.0
85,13573090.0,13573125.0,36.0,968.3,555.3,921.1,550.5,0.87,111.0
85,13573412.0,13573423.0,12.0,929.9,553.0,965.4,549.5,0.65,69.0
85,13576006.0,13576212.0,207.0,965.7,570.2,927.5,479.2,2.36,809.0
85,13576719.0,13576735.0,17.0,956.3,533.0,897.5,536.5,1.08,106.0
85,13576966.0,13576988.0,23.0,906.5,530.8,961.9,536.3,1.02,116.0
85,13577932.0,13578046.0,115.0,954.6,563.3,968.8,508.2,1.39,1068.0
85,13578364.0,13578385.0,22.0,981.2,541.6,903.4,532.5,1.44,142.0
85,13578608.0,13578651.0,44.0,915.9,536.6,963.1,544.1,0.88,115.0
85,13580150.0,13580242.0,93.0,947.8,570.3,925.4,519.4,1.32,1042.0
85,13581549.0,13581732.0,184.0,949.2,577.1,944.7,520.9,1.39,1075.0
85,13582086.0,13582104.0,19.0,959.7,568.0,928.2,555.4,0.65,76.0
